,question,questiontype,keyword
10205,"(horses,NOUN) (sired,VERB) (by,ADP) (karinga,PROPN,B-ORG)  (bay,PROPN,E-ORG)  (have,VERB) (participated,VERB) (in,ADP) (which,PRON) (races,NOUN) (?,.)",Which,"Races, Horses sired by Karinga Bay, participated"
10206,"(who,PRON) (is,VERB) (the,DET) (narrator,NOUN) (of,ADP) (the,DET,B-MISC)  (incredible,PROPN,I-MISC)  (hulk,PROPN,E-MISC)  (,,PUNCT) (1982,NUM) (tv,NOUN) (series,NOUN) (?,.)",who,"The Incredible Hulk , 1982 TV series"
10207,"(who,PRON) (is,VERB) (the,DET) (narrator,NOUN) (of,ADP) (the,DET,B-MISC)  (incredible,PROPN,I-MISC)  (hulk,PROPN,E-MISC)  (,,PUNCT) (1982,NUM) (tv,NOUN) (series,NOUN) (?,.)",Who,"narrator, The incredible Hulk, 1982 TV series"
10208,"(does,VERB) (chicago,PROPN,S-LOC)  (own,VERB) (the,DET) (monroe,PROPN,B-LOC)  (station,PROPN,E-LOC)  (?,.)",Does,"Chicago,own,Monroe Station"
10209,"(does,VERB) (chicago,PROPN,S-LOC)  (own,VERB) (the,DET) (monroe,PROPN,B-LOC)  (station,PROPN,E-LOC)  (?,.)",Does,"Chicago, own, Monroe Station"
10210,"(which,PRON) (team,NOUN) (has,VERB) (had,VERB) (both,CCONJ) (martin,PROPN,S-PER)  (prochzka,NOUN) (and,CCONJ) (garry,NOUN) (unger,NOUN) (as,ADP) (its,PRON) (players,NOUN) (?,.)",Which,"team, Martin prochzka, garry unger, players"
10211,"(which,PRON) (team,NOUN) (has,VERB) (had,VERB) (both,CCONJ) (martin,PROPN,S-PER)  (prochzka,NOUN) (and,CCONJ) (garry,NOUN) (unger,NOUN) (as,ADP) (its,PRON) (players,NOUN) (?,.)",Which,"team, both ,Martin ,prochzka,  garry, unger,  players"
10212,"(which,PRON) (models,NOUN) (were,VERB) (featured,VERB) (in,ADP) (playboy,PROPN,B-MISC)  (playmates,PROPN,E-MISC)  (1954,NUM) (?,.)",Which,"Models, featured, Playboy Playmates 1954"
10213,"(which,PRON) (models,NOUN) (were,VERB) (featured,VERB) (in,ADP) (playboy,PROPN,B-MISC)  (playmates,PROPN,E-MISC)  (1954,NUM) (?,.)",Which,"models, featured, Playboy Playmates"
10214,"(what,PRON) (is,VERB) (the,DET) (alma,NOUN) (mater,NOUN) (of,ADP) (the,DET) (scientists,NOUN) (known,VERB) (for,ADP) (string,PROPN) (theory,NOUN) (?,.)",What,"alma mater, scientists, String theory"
10215,"(what,PRON) (is,VERB) (the,DET) (alma,NOUN) (mater,NOUN) (of,ADP) (the,DET) (scientists,NOUN) (known,VERB) (for,ADP) (string,PROPN) (theory,NOUN) (?,.)",what,"alma,mater,scientists,known,String,theory"
10216,"(what,PRON) (currencies,NOUN) (have,VERB) (been,VERB) (prevalent,ADJ) (in,ADP) (the,DET) (country,NOUN) (whose,PRON) (national,ADJ) (anthem,NOUN) (is,VERB) (la,PROPN,B-ORG)  (marseillaise,PROPN,E-ORG)  (?,.)",What,"currencies, prevalent, country, national anthem, La Marseillaise"
10217,"(what,PRON) (currencies,NOUN) (have,VERB) (been,VERB) (prevalent,ADJ) (in,ADP) (the,DET) (country,NOUN) (whose,PRON) (national,ADJ) (anthem,NOUN) (is,VERB) (la,PROPN,B-ORG)  (marseillaise,PROPN,E-ORG)  (?,.)",WHAT,"COUNTRY , NATIONAL , ANTHEM , LA MARSEILLAISE"
10218,"(what,PRON) (are,VERB) (the,DET) (awards,NOUN) (received,VERB) (by,ADP) (spouse,NOUN) (of,ADP) (ellen,PROPN,B-PER)  (lundstrom,PROPN,E-PER)  (?,.)",What,"awards,received,spouse,Ellen Lundstrom"
10219,"(what,PRON) (are,VERB) (the,DET) (awards,NOUN) (received,VERB) (by,ADP) (spouse,NOUN) (of,ADP) (ellen,PROPN,B-PER)  (lundstrom,PROPN,E-PER)  (?,.)",what,"awards, spouse, ellen lundstrom"
10220,"(what,PRON) (sports,NOUN) (are,VERB) (played,VERB) (in,ADP) (schools,NOUN) (where,ADV) (swahili,PROPN,S-MISC)  (is,VERB) (the,DET) (official,ADJ) (language,NOUN) (?,.)",What,"sports, played, schools, Swahili, official language"
10221,"(what,PRON) (sports,NOUN) (are,VERB) (played,VERB) (in,ADP) (schools,NOUN) (where,ADV) (swahili,PROPN,S-MISC)  (is,VERB) (the,DET) (official,ADJ) (language,NOUN) (?,.)",What,"sports, schools, played, Swahili, official language"
10222,"(who,PRON) (is,VERB) (the,DET) (relative,NOUN) (of,ADP) (jim,PROPN,B-PER)  (farley,PROPN,E-PER)  ((businessman),NOUN) (?,.)",Who,"relative, Jim Farley, businessman"
10223,"(who,PRON) (is,VERB) (the,DET) (relative,NOUN) (of,ADP) (jim,PROPN,B-PER)  (farley,PROPN,E-PER)  ((businessman),NOUN) (?,.)",Who,"relative, Jim Farley (businessman)"
10224,"(what,PRON) (is,VERB) (a,DET) (common,ADJ) (nickname,NOUN) (given,VERB) (to,ADP) (both,DET) (lyons,PROPN,B-LOC)  (township,PROPN,E-LOC)  (high,ADJ) (school,NOUN) (and,CCONJ) (the,DET) (wheaton,NOUN) (college,NOUN) (in,ADP) (massachusetts,NOUN,S-LOC)  (?,.)",What,"common , nickname , both ,  Lyons Township high school , wheaton college, massachusetts"
10225,"(what,PRON) (is,VERB) (a,DET) (common,ADJ) (nickname,NOUN) (given,VERB) (to,ADP) (both,DET) (lyons,PROPN,B-LOC)  (township,PROPN,E-LOC)  (high,ADJ) (school,NOUN) (and,CCONJ) (the,DET) (wheaton,NOUN) (college,NOUN) (in,ADP) (massachusetts,NOUN,S-LOC)  (?,.)",What,"common nickname ,both Lyons Township high school ,wheaton college,massachusetts"
10226,"(which,PRON) (interest,NOUN) (of,ADP) (philip,PROPN,B-PER)  (novak,PROPN,E-PER)  (is,VERB) (the,DET) (relegion,NOUN) (of,ADP) (vesak,PROPN,S-MISC)  (?,.)",Which,"interest, phillip, novak, religion, vesak"
10227,"(which,PRON) (interest,NOUN) (of,ADP) (philip,PROPN,B-PER)  (novak,PROPN,E-PER)  (is,VERB) (the,DET) (relegion,NOUN) (of,ADP) (vesak,PROPN,S-MISC)  (?,.)",Which,"interest, Philip Novak, relegion ,Vesak"
10228,"(who,PRON) (all,DET) (have,VERB) (succeeded,VERB) (the,DET) (kings,NOUN) (buried,VERB) (in,ADP) (rome,PROPN,S-LOC)  (?,.)",Who,"succeeded ,kings ,buried ,Rome"
10229,"(who,PRON) (all,DET) (have,VERB) (succeeded,VERB) (the,DET) (kings,NOUN) (buried,VERB) (in,ADP) (rome,PROPN,S-LOC)  (?,.)",Who,"succeeded, kings, buried, Rome"
10230,"(count,VERB) (all,DET) (the,DET) (ethinic,ADJ) (group,NOUN) (who,PRON) (speaks,VERB) (language,NOUN) (which,PRON) (belongs,VERB) (to,ADP) (anglo-frisian,ADJ,S-MISC)  (language,NOUN) (family,NOUN) (?,.)",count,"ethinic group, speaks, language, belongs, Anglo-Frisian language family"
10231,"(count,VERB) (all,DET) (the,DET) (ethinic,ADJ) (group,NOUN) (who,PRON) (speaks,VERB) (language,NOUN) (which,PRON) (belongs,VERB) (to,ADP) (anglo-frisian,ADJ,S-MISC)  (language,NOUN) (family,NOUN) (?,.)","Count, who, which","ethinic group, speaks language, Anglo-Frisian language family"
10232,"(where,ADV) (do,VERB) (the,DET) (politicians,,NOUN) (blanche,PROPN,B-PER)  (bruce,PROPN,E-PER)  (and,CCONJ) (john,PROPN,B-PER)  (franklin,PROPN,I-PER)  (miller,PROPN,E-PER)  (work,VERB) (?,.)",Where,"politicians, Blanche Bruce, John Franklin Miller, work"
10233,"(where,ADV) (do,VERB) (the,DET) (politicians,,NOUN) (blanche,PROPN,B-PER)  (bruce,PROPN,E-PER)  (and,CCONJ) (john,PROPN,B-PER)  (franklin,PROPN,I-PER)  (miller,PROPN,E-PER)  (work,VERB) (?,.)",Where,"politicians, Blanche Bruce, John Franklin Miller, work"
10234,"(through,ADP) (which,PRON) (states,NOUN) (do,VERB) (the,DET) (rivers,NOUN) (flow,VERB) (which,PRON) (join,VERB) (in,ADP) (the,DET) (republican,ADJ) (river,NOUN) (from,ADP) (the,DET) (left,NOUN) (?,.)",which,"states, rivers, flow, join, republican"
10235,"(through,ADP) (which,PRON) (states,NOUN) (do,VERB) (the,DET) (rivers,NOUN) (flow,VERB) (which,PRON) (join,VERB) (in,ADP) (the,DET) (republican,ADJ) (river,NOUN) (from,ADP) (the,DET) (left,NOUN) (?,.)",which,"states , rivers flow,join , republican,left"
10236,"(list,PROPN) (the,DET) (television,NOUN) (shows,NOUN) (one,NUM) (of,ADP) (whose,PRON) (distributor's,NOUN) (divisions,NOUN) (is,VERB) (warner,PROPN,B-ORG)  (bros.,PROPN,E-ORG)  (?,.)",List,"Television, Shows, Distributor divisions, Warner Bros. Animation"
10237,"(list,PROPN) (the,DET) (television,NOUN) (shows,NOUN) (one,NUM) (of,ADP) (whose,PRON) (distributor's,NOUN) (divisions,NOUN) (is,VERB) (warner,PROPN,B-ORG)  (bros.,PROPN,E-ORG)  (?,.)",List,"television, shows, distributor's, divisions, Warner Bros., Animation."
10238,"(give,VERB) (me,PRON) (the,DET) (home,NOUN) (town,NOUN) (of,ADP) (all,DET) (musical,ADJ) (artists,NOUN) (who,PRON) (uses,VERB) (guitar,PROPN,S-MISC)  (as,ADP) (instrument,NOUN) (?,.)",Give me,"home, ton, musical, artists, Guitar, instrument"
10239,"(give,VERB) (me,PRON) (the,DET) (home,NOUN) (town,NOUN) (of,ADP) (all,DET) (musical,ADJ) (artists,NOUN) (who,PRON) (uses,VERB) (guitar,PROPN,S-MISC)  (as,ADP) (instrument,NOUN) (?,.)",WHO,"HOME TOWN, MUSICAL ARTISTS"
10240,"(name,VERB) (the,DET) (television,NOUN) (show,NOUN) (directed,VERB) (by,ADP) (simon,PROPN,B-PER)  (fuller,PROPN,E-PER)  (and,CCONJ) (judged,VERB) (by,ADP) (jennifier,PROPN,B-PER)  (lopez,PROPN,E-PER)  (?,.)",Name,"television show, directed, simon fuller, judged, jennifer lopez"
10241,"(name,VERB) (the,DET) (television,NOUN) (show,NOUN) (directed,VERB) (by,ADP) (simon,PROPN,B-PER)  (fuller,PROPN,E-PER)  (and,CCONJ) (judged,VERB) (by,ADP) (jennifier,PROPN,B-PER)  (lopez,PROPN,E-PER)  (?,.)",name,"television show, directed , Simon Fuller , Judged , Jennifier Lopez"
10242,"(how,ADV) (many,ADJ) (religions,NOUN) (are,VERB) (followed,VERB) (amongst,ADP) (the,DET) (people,NOUN) (who've,VERB) (worked,VERB) (in,ADP) (the,DET) (korean,ADJ,S-MISC)  (army,NOUN) (?,.)",How many,"religions, followed,  people, worked, Korean Army"
10243,"(how,ADV) (many,ADJ) (religions,NOUN) (are,VERB) (followed,VERB) (amongst,ADP) (the,DET) (people,NOUN) (who've,VERB) (worked,VERB) (in,ADP) (the,DET) (korean,ADJ,S-MISC)  (army,NOUN) (?,.)",how many,"religions, followed, amongst, people, worked, korean army"
10244,"(name,VERB) (a,DET) (river,NOUN) (with,ADP) (source,NOUN) (country,NOUN) (as,ADP) (zambia,PROPN,S-LOC)  (and,CCONJ) (source,NOUN) (location,NOUN) (as,ADP) (ikelenge,PROPN,B-LOC)  (district,PROPN,E-LOC)  (?,.)",What,"river, source, country, Zambia, Ikelenge District"
10245,"(name,VERB) (a,DET) (river,NOUN) (with,ADP) (source,NOUN) (country,NOUN) (as,ADP) (zambia,PROPN,S-LOC)  (and,CCONJ) (source,NOUN) (location,NOUN) (as,ADP) (ikelenge,PROPN,B-LOC)  (district,PROPN,E-LOC)  (?,.)",name,"river,source,country,zambia,location,lkelenge,district"
10246,"(what,PRON) (is,VERB) (the,DET) (area,NOUN) (of,ADP) (the,DET) (tar,PROPN,B-MISC)  (heel,PROPN,I-MISC)  (sports,PROPN,I-MISC)  (network,PROPN,E-MISC)  (which,PRON) (is,VERB) (official,ADJ) (residence,NOUN) (of,ADP) (the,DET) (michael,PROPN,B-MISC)  (nichols,PROPN,E-MISC)  ((photographer),NOUN) (?,.)",what,"tar heel sports network, offline residence of the michael nichols"
10247,"(what,PRON) (is,VERB) (the,DET) (area,NOUN) (of,ADP) (the,DET) (tar,PROPN,B-MISC)  (heel,PROPN,I-MISC)  (sports,PROPN,I-MISC)  (network,PROPN,E-MISC)  (which,PRON) (is,VERB) (official,ADJ) (residence,NOUN) (of,ADP) (the,DET) (michael,PROPN,B-MISC)  (nichols,PROPN,E-MISC)  ((photographer),NOUN) (?,.)","what,which","area,Tar Hell Sports Network,official,resedence,Michael Nichols,photographer"
10248,"(cologny,PROPN,S-ORG)  (and,CCONJ) (lancy,PROPN,S-LOC)  (are,VERB) (the,DET) (neighboring,VERB) (municipalities,NOUN) (of,ADP) (which,PRON) (place,NOUN) (?,.)",which,"Cologny, Lancy, neighboring municipalities, place"
10249,"(cologny,PROPN,S-ORG)  (and,CCONJ) (lancy,PROPN,S-LOC)  (are,VERB) (the,DET) (neighboring,VERB) (municipalities,NOUN) (of,ADP) (which,PRON) (place,NOUN) (?,.)",which,"Cologny, Lancy, neighboring municipalities, place"
10250,"(in,ADP) (which,PRON) (movies,NOUN) (have,VERB) (momoki,X) (kochi,X) (?,.)",Which,"movies,momoki kochi,acted"
10251,"(in,ADP) (which,PRON) (movies,NOUN) (have,VERB) (momoki,X) (kochi,X) (?,.)",which,"movies, momoki kochi, acted"
10252,"(how,ADV) (many,ADJ) (artists,NOUN) (have,VERB) (their,PRON) (works,NOUN) (in,ADP) (the,DET) (sao,PROPN,B-LOC)  (paolo,PROPN,I-LOC)  (museum,PROPN,I-LOC)  (of,ADP,I-LOC)  (art,PROPN,E-LOC)  (?,.)",How many,"artists,works,Sao Paolo Museum,Art"
10253,"(how,ADV) (many,ADJ) (artists,NOUN) (have,VERB) (their,PRON) (works,NOUN) (in,ADP) (the,DET) (sao,PROPN,B-LOC)  (paolo,PROPN,I-LOC)  (museum,PROPN,I-LOC)  (of,ADP,I-LOC)  (art,PROPN,E-LOC)  (?,.)",How many,"artists, works, Sao Paolo Museum, Art"
10254,"(what,PRON) (is,VERB) (the,DET) (base,NOUN) (currency,NOUN) (of,ADP) (the,DET) (benelux,PROPN,S-MISC)  (and,CCONJ) (is,VERB) (also,ADV) (used,VERB) (as,ADP) (money,NOUN) (in,ADP) (kerguelen,PROPN,B-LOC)  (islands,PROPN,E-LOC)  (?,.)",What,"base currency, Benelux, used, money, Kerguelen Islands"
10255,"(what,PRON) (is,VERB) (the,DET) (base,NOUN) (currency,NOUN) (of,ADP) (the,DET) (benelux,PROPN,S-MISC)  (and,CCONJ) (is,VERB) (also,ADV) (used,VERB) (as,ADP) (money,NOUN) (in,ADP) (kerguelen,PROPN,B-LOC)  (islands,PROPN,E-LOC)  (?,.)",what,"base currency, Benelux,also, used, money, Kerguelen Islands"
10256,"(who,PRON) (is,VERB) (the,DET) (person,NOUN) (whose,PRON) (home,NOUN) (town,NOUN) (is,VERB) (fairmount,,PROPN,B-LOC)  (indiana,PROPN,E-LOC)  (?,.)",Who,"person,home,town,Fairmount,Indiana"
10257,"(who,PRON) (is,VERB) (the,DET) (person,NOUN) (whose,PRON) (home,NOUN) (town,NOUN) (is,VERB) (fairmount,,PROPN,B-LOC)  (indiana,PROPN,E-LOC)  (?,.)",who,"person, home town, Fairmount, Indiana"
10258,"(name,VERB) (the,DET) (institute,NOUN) (of,ADP) (alton,PROPN,B-LOC)  (ochsner,PROPN,E-LOC)  (?,.)",List,"Name, institute, Alton Ochsner"
10259,"(name,VERB) (the,DET) (institute,NOUN) (of,ADP) (alton,PROPN,B-LOC)  (ochsner,PROPN,E-LOC)  (?,.)",Name,"institute, Alton Ochsner"
10260,"(vp-8,NUM,S-ORG)  (and,CCONJ) (vp-10,NOUN,S-ORG)  (shares,NOUN) (which,PRON) (command,VERB) (structure,NOUN) (?,.)",which,"VP-8,VP-10"
10261,"(vp-8,NUM,S-ORG)  (and,CCONJ) (vp-10,NOUN,S-ORG)  (shares,NOUN) (which,PRON) (command,VERB) (structure,NOUN) (?,.)",Which,"vp-8, vp-9, shares, command structure"
10262,"(name,VERB) (the,DET) (movies,NOUN) (directed,VERB) (by,ADP) (stanley,PROPN,B-PER)  (kubrick,PROPN,E-PER)  (and,CCONJ) (edited,VERB) (by,ADP) (anthony,PROPN,B-PER)  (harvey,PROPN,E-PER)  (?,.)",Name,"movies ,directed ,Stanley Kubrick ,edited , Anthony Harvey"
10263,"(name,VERB) (the,DET) (movies,NOUN) (directed,VERB) (by,ADP) (stanley,PROPN,B-PER)  (kubrick,PROPN,E-PER)  (and,CCONJ) (edited,VERB) (by,ADP) (anthony,PROPN,B-PER)  (harvey,PROPN,E-PER)  (?,.)",name,"movies, directed, stanley kubrick, edited, anthony harvey"
10264,"(list,VERB) (the,DET) (mammals,NOUN) (whose,PRON) (taxonomy,NOUN) (is,VERB) (diprotodontia,PROPN,S-MISC)  (and,CCONJ) (phylum,NOUN) (is,VERB) (chordate,PROPN) (?,.)",List,"mammals, taxonomy, Diprotodontia, phylum, Chordate"
10265,"(list,VERB) (the,DET) (mammals,NOUN) (whose,PRON) (taxonomy,NOUN) (is,VERB) (diprotodontia,PROPN,S-MISC)  (and,CCONJ) (phylum,NOUN) (is,VERB) (chordate,PROPN) (?,.)",list,"mammals,taxonomy,diprotodontia,phylum,chordate"
10266,"(what,PRON) (movies,NOUN) (have,VERB) (been,VERB) (written,VERB) (by,ADP) (authors,NOUN) (of,ADP) (monty,PROPN,B-PER)  (python,PROPN,E-PER)  (?,.)",Which,"movies, written, authors, Monty Python"
10267,"(what,PRON) (movies,NOUN) (have,VERB) (been,VERB) (written,VERB) (by,ADP) (authors,NOUN) (of,ADP) (monty,PROPN,B-PER)  (python,PROPN,E-PER)  (?,.)",What,"MOVIES,WRITTEN,AUTHEORS,MONTY PYTHON"
10268,"(who,PRON) (was,VERB) (the,DET) (cover,NOUN) (artist,NOUN) (of,ADP) (the,DET,B-MISC)  (adventure,PROPN,I-MISC)  (of,ADP) (tom,PROPN,B-PER)  (sawyer,PROPN,E-PER)  (also,ADV) (wrote,VERB) (mark,NOUN) (twain,PROPN,S-PER)  (tonight,PROPN) (?,.)",Who,"cover artist, The Adventure of Tom Sawyer, writer, Twain Tonight"
10269,"(who,PRON) (was,VERB) (the,DET) (cover,NOUN) (artist,NOUN) (of,ADP) (the,DET,B-MISC)  (adventure,PROPN,I-MISC)  (of,ADP) (tom,PROPN,B-PER)  (sawyer,PROPN,E-PER)  (also,ADV) (wrote,VERB) (mark,NOUN) (twain,PROPN,S-PER)  (tonight,PROPN) (?,.)",Who,"cover, artists, The Adventure of Tom Sawyer, wrote, mark, Twain Tonight"
10270,"(give,VERB) (me,PRON) (the,DET) (total,ADJ) (number,NOUN) (of,ADP) (membership,NOUN) (of,ADP) (the,DET) (organisations,NOUN) (which,PRON) (have,VERB) (memebers,NOUN) (as,ADP) (azerbaijan,PROPN,S-LOC)  (?,.)",Give,"total number, membership , organisations, memebers, Azerbaijan"
10271,"(give,VERB) (me,PRON) (the,DET) (total,ADJ) (number,NOUN) (of,ADP) (membership,NOUN) (of,ADP) (the,DET) (organisations,NOUN) (which,PRON) (have,VERB) (memebers,NOUN) (as,ADP) (azerbaijan,PROPN,S-LOC)  (?,.)",Give,"total number, memberships, organizations, members, Azerbaijan"
10272,"(count,VERB) (the,DET) (key,ADJ) (people,NOUN) (of,ADP) (the,DET) (clinton,PROPN,B-ORG)  (foundation,PROPN,E-ORG)  (?,.)",Count,"people, Clinton Foundation"
10273,"(count,VERB) (the,DET) (key,ADJ) (people,NOUN) (of,ADP) (the,DET) (clinton,PROPN,B-ORG)  (foundation,PROPN,E-ORG)  (?,.)",Count,"key , people , Clinton , Foundation"
10274,"(list,VERB) (all,DET) (binomial,NOUN) (authority,NOUN) (of,ADP) (the,DET) (insects,NOUN) (whose,PRON) (one,NUM) (of,ADP) (the,DET) (binomial,NOUN) (authority,NOUN) (is,VERB) (douard,ADJ) (mntries,NOUN) (?,.)",List,"binomial, authority, insects, binomial, authority, douard, Mntries"
10275,"(list,VERB) (all,DET) (binomial,NOUN) (authority,NOUN) (of,ADP) (the,DET) (insects,NOUN) (whose,PRON) (one,NUM) (of,ADP) (the,DET) (binomial,NOUN) (authority,NOUN) (is,VERB) (douard,ADJ) (mntries,NOUN) (?,.)",List,"binomial authority,  insects, douard Mntries"
10276,"(what,PRON) (is,VERB) (the,DET) (content,NOUN) (licence,NOUN) (of,ADP) (msx,PROPN,B-MISC)  (basic,PROPN,E-MISC)  (?,.)",what,"content, licence, MSX BASIC"
10277,"(what,PRON) (is,VERB) (the,DET) (content,NOUN) (licence,NOUN) (of,ADP) (msx,PROPN,B-MISC)  (basic,PROPN,E-MISC)  (?,.)",What,"content, licence, MSX BASIC"
10278,"(name,VERB) (the,DET) (scientist,NOUN) (whose,PRON) (academic,ADJ) (advisor,NOUN) (is,VERB) (karl,PROPN,B-PER)  (ewald,PROPN,I-PER)  (hasse,PROPN,E-PER)  (and,CCONJ) (supervisor,NOUN) (is,VERB) (georg,PROPN,B-PER)  (meissner,PROPN,E-PER)  (?,.)",Name,"scientist, academic advisor, Karl Ewald Hasse, supervisor, Georg Meissner"
10279,"(name,VERB) (the,DET) (scientist,NOUN) (whose,PRON) (academic,ADJ) (advisor,NOUN) (is,VERB) (karl,PROPN,B-PER)  (ewald,PROPN,I-PER)  (hasse,PROPN,E-PER)  (and,CCONJ) (supervisor,NOUN) (is,VERB) (georg,PROPN,B-PER)  (meissner,PROPN,E-PER)  (?,.)",whose,"scientist,academic,advisor,Karl,Ewald,Hasse,supervisor"
10280,"(who,PRON) (is,VERB) (the,DET) (military,ADJ) (general,NOUN) (buried,VERB) (in,ADP) (st,PROPN,B-LOC)  (mary's,PROPN,I-LOC)  (church,,PROPN,I-LOC)  (battersea,PROPN,E-LOC)  (?,.)",Who,"military ,general ,buried ,St Mary's,Church,Battersea"
10281,"(who,PRON) (is,VERB) (the,DET) (military,ADJ) (general,NOUN) (buried,VERB) (in,ADP) (st,PROPN,B-LOC)  (mary's,PROPN,I-LOC)  (church,,PROPN,I-LOC)  (battersea,PROPN,E-LOC)  (?,.)",WHO,"MILIRATY, BURIED, ST MARY'S CHURCH, BATTERSEA"
10282,"(where,ADV) (do,VERB) (current,ADJ) (famous,ADJ) (natgeo,PROPN,S-MISC)  (photographers,NOUN) (live,VERB) (?,.)",Where,"current, famous, NatGeo, photographers, live"
10283,"(where,ADV) (do,VERB) (current,ADJ) (famous,ADJ) (natgeo,PROPN,S-MISC)  (photographers,NOUN) (live,VERB) (?,.)",Where,"current, famous ,NatGeo, photographers, live"
10284,"(what,PRON) (are,VERB) (the,DET) (central,ADJ) (characters,NOUN) (in,ADP) (spy,NOUN) (kids,NOUN) (series,NOUN) (?,.)",what,"central, characters, spy kids series"
10285,"(what,PRON) (are,VERB) (the,DET) (central,ADJ) (characters,NOUN) (in,ADP) (spy,NOUN) (kids,NOUN) (series,NOUN) (?,.)",What,"central ,characters ,spy kids ,series"
10286,"(what,PRON) (is,VERB) (the,DET) (military,NOUN) (unit,NOUN) (whose,PRON) (command,NOUN) (structures,NOUN) (are,VERB) (united,PROPN,B-ORG)  (states,PROPN,I-ORG)  (department,PROPN,I-ORG)  (of,ADP,I-ORG)  (the,DET) (navy,PROPN,E-ORG)  (and,CCONJ) (united,PROPN,B-ORG)  (states,PROPN,I-ORG)  (department,PROPN,I-ORG)  (of,ADP,I-ORG)  (defense,PROPN,E-ORG)  (?,.)",What,"military unit, command structures, United States Department of the Navy, United States Department of Defense"
10287,"(what,PRON) (is,VERB) (the,DET) (military,NOUN) (unit,NOUN) (whose,PRON) (command,NOUN) (structures,NOUN) (are,VERB) (united,PROPN,B-ORG)  (states,PROPN,I-ORG)  (department,PROPN,I-ORG)  (of,ADP,I-ORG)  (the,DET) (navy,PROPN,E-ORG)  (and,CCONJ) (united,PROPN,B-ORG)  (states,PROPN,I-ORG)  (department,PROPN,I-ORG)  (of,ADP,I-ORG)  (defense,PROPN,E-ORG)  (?,.)",What,"military ,unit ,command ,structures ,United ,States ,Department ,Navy ,United States Department ,Defense"
10288,"(which,PRON) (comic,ADJ) (characters,NOUN) (were,VERB) (created,VERB) (by,ADP) (paul,PROPN,B-PER)  (dini,PROPN,E-PER)  (?,.)",Which,"comic, characters, created, Paul Dini"
10289,"(which,PRON) (comic,ADJ) (characters,NOUN) (were,VERB) (created,VERB) (by,ADP) (paul,PROPN,B-PER)  (dini,PROPN,E-PER)  (?,.)",Which,"comic characters, created, Paul Dini?"
10290,"(did,VERB) (stanlee,PROPN,S-PER)  (write,VERB) (the,DET) (tales,PROPN,B-MISC)  (of,ADP,I-MISC)  (suspense,PROPN,E-MISC)  (?,.)",did,"Stanlee, write, Tales Suspense"
10291,"(did,VERB) (stanlee,PROPN,S-PER)  (write,VERB) (the,DET) (tales,PROPN,B-MISC)  (of,ADP,I-MISC)  (suspense,PROPN,E-MISC)  (?,.)",Yes/No,"stanlee, write, tales of suspense"
10292,"(what,PRON) (are,VERB) (some,DET) (other,ADJ) (things,NOUN) (developed,VERB) (by,ADP) (the,DET) (company,NOUN) (who,PRON) (made,VERB) (the,DET) (remote,ADJ) (desktop,NOUN) (protocol,NOUN) (?,.)","What,who","develop,company ,remote ,desktop protocol"
10293,"(what,PRON) (are,VERB) (some,DET) (other,ADJ) (things,NOUN) (developed,VERB) (by,ADP) (the,DET) (company,NOUN) (who,PRON) (made,VERB) (the,DET) (remote,ADJ) (desktop,NOUN) (protocol,NOUN) (?,.)",what,"things, developed, company, made, remote desktop protocol"
10294,"(who,PRON) (owns,VERB) (the,DET) (ship,NOUN) (victoria,PROPN,S-LOC)  (?,.)",who,"owns, ship Victoria"
10295,"(who,PRON) (owns,VERB) (the,DET) (ship,NOUN) (victoria,PROPN,S-LOC)  (?,.)",who,"owns, ship,Victoria"
10296,"(name,VERB) (the,DET) (common,ADJ) (home,NOUN) (port,NOUN) (of,ADP) (the,DET) (trishna,PROPN,B-LOC)  ((yacht),PROPN,E-LOC)  (and,CCONJ) (ins,NOUN) (viraat,NOUN) ((r22),NOUN) (?,.)",name,"home port,trishna, INS Viraat"
10297,"(name,VERB) (the,DET) (common,ADJ) (home,NOUN) (port,NOUN) (of,ADP) (the,DET) (trishna,PROPN,B-LOC)  ((yacht),PROPN,E-LOC)  (and,CCONJ) (ins,NOUN) (viraat,NOUN) ((r22),NOUN) (?,.)",Name,"common, home port, Trishna (yacht), INS Viraat (R22)"
10298,"(under,ADP) (which,PRON) (common,ADJ) (jurisdiction,NOUN) (do,VERB) (trinity,PROPN,B-ORG)  (school,,PROPN,I-ORG)  (brentwood,PROPN,E-ORG)  (and,CCONJ) (buckhurst,PROPN,B-ORG)  (hill,PROPN,I-ORG)  (county,PROPN,I-ORG)  (high,PROPN,I-ORG)  (school,PROPN,E-ORG)  (fall,VERB) (?,.)",which,"Under , common , jurisdiction , Trinity School, Brentwood, Buckhurst, Hill , County , High School , fall"
10299,"(under,ADP) (which,PRON) (common,ADJ) (jurisdiction,NOUN) (do,VERB) (trinity,PROPN,B-ORG)  (school,,PROPN,I-ORG)  (brentwood,PROPN,E-ORG)  (and,CCONJ) (buckhurst,PROPN,B-ORG)  (hill,PROPN,I-ORG)  (county,PROPN,I-ORG)  (high,PROPN,I-ORG)  (school,PROPN,E-ORG)  (fall,VERB) (?,.)",which,"common jurisdiction, Trinity School, Brentwood and Buckhurst Hill County High School, fall"
